currency,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level
USD,Media,A,High,BB,Medium,BB,Medium,510,316,321,1147,BBB,High
USD,Automobiles,A,High,BB,Medium,B,Medium,510,303,255,1068,BBB,High
USD,Trading Companies and Distributors,B,Medium,BB,Medium,B,Medium,255,385,240,880,BB,Medium
USD,Consumer products,A,High,B,Medium,BB,Medium,570,298,303,1171,BBB,High
USD,Media,BBB,High,BB,Medium,B,Medium,492,310,250,1052,BBB,High
USD,Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,547,318,313,1178,BBB,High
USD,Consumer products,A,High,BB,Medium,BB,Medium,560,350,345,1255,A,High
CNY,Diversified Consumer Services,B,Medium,B,Medium,B,Medium,203,200,205,608,B,Medium
USD,Airlines,B,Medium,B,Medium,B,Medium,270,211,265,746,B,Medium
USD,Insurance,B,Medium,B,Medium,BB,Medium,220,221,300,741,B,Medium
USD,Communications,BB,Medium,B,Medium,B,Medium,311,256,218,785,BB,Medium
USD,Building,A,High,BB,Medium,B,Medium,500,300,223,1023,BBB,High
USD,Technology,BB,Medium,B,Medium,B,Medium,355,281,255,891,BB,Medium
USD,Electrical Equipment,BBB,High,B,Medium,B,Medium,410,286,240,936,BBB,High
USD,Logistics and Transportation,A,High,B,Medium,B,Medium,520,243,237,1000,BBB,High
USD,,B,Medium,B,Medium,B,Medium,205,200,200,605,B,Medium
USD,Biotechnology,B,Medium,B,Medium,B,Medium,200,201,203,604,B,Medium
USD,Biotechnology,B,Medium,BB,Medium,BB,Medium,205,306,310,821,BB,Medium
USD,Hotels Restaurants and Leisure,A,High,A,High,BBB,High,505,570,400,1475,A,High
USD,Biotechnology,B,Medium,B,Medium,B,Medium,200,222,290,712,B,Medium
USD,Health Care,A,High,BB,Medium,BB,Medium,500,324,305,1129,BBB,High
USD,Biotechnology,B,Medium,B,Medium,B,Medium,205,201,200,606,B,Medium
USD,Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,205,224,230,659,B,Medium
USD,Banking,B,Medium,BB,Medium,BB,Medium,298,300,300,898,BB,Medium
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,203,204,338,745,B,Medium
USD,Biotechnology,B,Medium,B,Medium,B,Medium,220,212,205,637,B,Medium
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,230,230,305,765,BB,Medium
USD,,B,Medium,B,Medium,BB,Medium,200,205,300,705,B,Medium
USD,Health Care,B,Medium,B,Medium,B,Medium,255,254,235,744,B,Medium
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,215,211,305,731,B,Medium
USD,Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540,354,345,1239,A,High
USD,Banking,B,Medium,BB,Medium,B,Medium,290,300,250,840,BB,Medium
USD,,B,Medium,B,Medium,B,Medium,225,211,215,651,B,Medium
USD,Biotechnology,B,Medium,B,Medium,B,Medium,230,288,285,803,BB,Medium
USD,Health Care,BB,Medium,B,Medium,B,Medium,330,231,220,781,BB,Medium
USD,Technology,A,High,BB,Medium,BB,Medium,500,327,300,1127,BBB,High
USD,Semiconductors,A,High,BB,Medium,B,Medium,515,306,260,1081,BBB,High
CHF,Biotechnology,B,Medium,B,Medium,BB,Medium,250,296,305,851,BB,Medium
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,215,222,305,742,B,Medium
USD,Semiconductors,BBB,High,B,Medium,BB,Medium,410,232,325,967,BBB,High
USD,Biotechnology,B,Medium,BB,Medium,BB,Medium,230,307,310,847,BB,Medium
USD,Banking,B,Medium,B,Medium,B,Medium,220,219,215,654,B,Medium
USD,Pharmaceuticals,B,Medium,B,Medium,B,Medium,230,207,220,657,B,Medium
USD,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200,237,300,737,B,Medium
USD,Financial Services,A,High,BB,Medium,BB,Medium,540,328,315,1183,BBB,High
USD,Financial Services,B,Medium,B,Medium,B,Medium,200,200,275,675,B,Medium
USD,Commercial Services and Supplies,B,Medium,B,Medium,BB,Medium,235,262,315,812,BB,Medium
USD,Biotechnology,B,Medium,BB,Medium,BB,Medium,295,301,305,901,BBB,High
USD,Biotechnology,B,Medium,BB,Medium,BB,Medium,235,301,305,841,BB,Medium
USD,Technology,B,Medium,B,Medium,B,Medium,200,221,200,621,B,Medium
USD,Biotechnology,BB,Medium,B,Medium,BB,Medium,365,283,305,953,BBB,High
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,240,264,320,824,BB,Medium
USD,Chemicals,B,Medium,B,Medium,BB,Medium,205,201,300,706,B,Medium
USD,Semiconductors,BB,Medium,BB,Medium,BB,Medium,350,318,300,968,BBB,High
USD,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200,203,300,703,B,Medium
USD,Pharmaceuticals,B,Medium,B,Medium,B,Medium,285,204,215,704,B,Medium
USD,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,223,291,310,824,BB,Medium
USD,,B,Medium,BB,Medium,BB,Medium,215,301,300,816,BB,Medium
USD,Health Care,B,Medium,B,Medium,B,Medium,210,215,218,643,B,Medium
USD,Insurance,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Life Sciences Tools and Services,B,Medium,BB,Medium,B,Medium,260,348,260,868,BB,Medium
USD,Technology,A,High,BB,Medium,BB,Medium,555,304,310,1169,BBB,High
USD,Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,210,224,305,739,B,Medium
USD,Media,A,High,B,Medium,BB,Medium,515,269,328,1112,BBB,High
USD,Biotechnology,B,Medium,BB,Medium,B,Medium,262,321,235,818,BB,Medium
USD,Semiconductors,B,Medium,B,Medium,BB,Medium,290,262,300,852,BB,Medium
CNY,Building,B,Medium,B,Medium,BB,Medium,238,237,325,800,BB,Medium
USD,Real Estate,A,High,B,Medium,B,Medium,520,207,210,937,BBB,High
USD,Electrical Equipment,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Utilities,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Health Care,B,Medium,B,Medium,BB,Medium,200,262,315,777,BB,Medium
USD,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,200,200,200,600,B,Medium
USD,Technology,B,Medium,BB,Medium,BB,Medium,235,301,308,844,BB,Medium
USD,Pharmaceuticals,A,High,B,Medium,BB,Medium,500,264,310,1074,BBB,High
USD,Electrical Equipment,B,Medium,B,Medium,BB,Medium,235,234,300,769,BB,Medium
USD,,B,Medium,B,Medium,B,Medium,200,200,200,600,B,Medium
EUR,Biotechnology,BB,Medium,BB,Medium,BB,Medium,368,304,310,982,BBB,High
USD,Real Estate,B,Medium,B,Medium,B,Medium,255,204,226,685,B,Medium
USD,Banking,B,Medium,B,Medium,B,Medium,200,207,200,607,B,Medium
USD,Technology,B,Medium,BB,Medium,BB,Medium,225,335,335,895,BB,Medium
USD,Health Care,B,Medium,B,Medium,B,Medium,205,211,235,651,B,Medium
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,290,245,300,835,BB,Medium
BRL,Diversified Consumer Services,B,Medium,B,Medium,B,Medium,290,203,205,698,B,Medium
USD,Chemicals,A,High,BB,Medium,B,Medium,500,301,275,1076,BBB,High
USD,Machinery,A,High,BB,Medium,BB,Medium,540,361,305,1206,A,High
USD,Technology,BB,Medium,B,Medium,BB,Medium,340,299,305,944,BBB,High
USD,Financial Services,B,Medium,B,Medium,B,Medium,205,204,210,619,B,Medium
USD,Biotechnology,A,High,BB,Medium,BB,Medium,520,303,325,1148,BBB,High
USD,Biotechnology,B,Medium,B,Medium,B,Medium,205,223,200,628,B,Medium
USD,Real Estate,BB,Medium,B,Medium,BB,Medium,382,242,305,929,BBB,High
USD,Food Products,A,High,B,Medium,BB,Medium,510,248,305,1063,BBB,High
USD,Pharmaceuticals,B,Medium,B,Medium,B,Medium,240,203,260,703,B,Medium
USD,Technology,A,High,BB,Medium,BB,Medium,500,303,300,1103,BBB,High
USD,Biotechnology,B,Medium,BB,Medium,BB,Medium,235,323,305,863,BB,Medium
USD,Health Care,B,Medium,B,Medium,B,Medium,210,211,235,656,B,Medium
USD,Health Care,B,Medium,B,Medium,BB,Medium,210,228,325,763,BB,Medium
USD,,B,Medium,B,Medium,BB,Medium,215,227,300,742,B,Medium
USD,Communications,A,High,BB,Medium,BB,Medium,510,308,300,1118,BBB,High
USD,Electrical Equipment,B,Medium,B,Medium,B,Medium,250,203,220,673,B,Medium
USD,Biotechnology,B,Medium,B,Medium,B,Medium,200,235,205,640,B,Medium
USD,,B,Medium,B,Medium,B,Medium,200,205,230,635,B,Medium
USD,Technology,A,High,B,Medium,BB,Medium,500,286,300,1086,BBB,High
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,250,246,305,801,BB,Medium
USD,Logistics and Transportation,B,Medium,B,Medium,BB,Medium,234,210,325,769,BB,Medium
USD,Machinery,A,High,BB,Medium,BB,Medium,525,315,305,1145,BBB,High
USD,Biotechnology,B,Medium,B,Medium,B,Medium,200,218,215,633,B,Medium
USD,Electrical Equipment,A,High,BB,Medium,BB,Medium,500,300,330,1130,BBB,High
USD,Health Care,B,Medium,B,Medium,B,Medium,210,201,205,616,B,Medium
USD,Technology,A,High,BB,Medium,BB,Medium,515,341,305,1161,BBB,High
USD,Health Care,BBB,High,BB,Medium,BB,Medium,455,347,300,1102,BBB,High
USD,Biotechnology,B,Medium,B,Medium,B,Medium,205,221,295,721,B,Medium
USD,Electrical Equipment,B,Medium,BB,Medium,BBB,High,222,302,428,952,BBB,High
USD,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,225,216,305,746,B,Medium
USD,Biotechnology,A,High,BB,Medium,BB,Medium,500,300,310,1110,BBB,High
USD,Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,512,303,215,1030,BBB,High
USD,Food Products,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Biotechnology,B,Medium,B,Medium,B,Medium,231,261,235,727,B,Medium
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,240,277,300,817,BB,Medium
USD,Semiconductors,A,High,BB,Medium,B,Medium,542,314,250,1106,BBB,High
USD,Technology,B,Medium,B,Medium,BB,Medium,225,260,315,800,BB,Medium
USD,Health Care,B,Medium,B,Medium,B,Medium,235,285,255,775,BB,Medium
USD,Biotechnology,B,Medium,B,Medium,B,Medium,210,222,235,667,B,Medium
USD,,B,Medium,BB,Medium,B,Medium,210,302,256,768,BB,Medium
USD,Biotechnology,BBB,High,BB,Medium,BB,Medium,415,302,333,1050,BBB,High
USD,Pharmaceuticals,B,Medium,B,Medium,B,Medium,220,228,243,691,B,Medium
USD,Airlines,B,Medium,B,Medium,B,Medium,287,208,248,743,B,Medium
CNY,Health Care,B,Medium,B,Medium,BB,Medium,220,250,300,770,BB,Medium
USD,Technology,B,Medium,BB,Medium,B,Medium,280,305,260,845,BB,Medium
USD,Biotechnology,BB,Medium,BB,Medium,BB,Medium,331,346,325,1002,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,508,324,310,1142,BBB,High
USD,Biotechnology,A,High,BB,Medium,BB,Medium,535,324,305,1164,BBB,High
USD,Semiconductors,A,High,BB,Medium,BB,Medium,525,317,300,1142,BBB,High
USD,Semiconductors,B,Medium,B,Medium,B,Medium,200,208,200,608,B,Medium
USD,Media,B,Medium,BB,Medium,BB,Medium,280,347,330,957,BBB,High
USD,Semiconductors,B,Medium,B,Medium,B,Medium,210,212,200,622,B,Medium
USD,Technology,A,High,BB,Medium,B,Medium,580,337,285,1202,A,High
USD,Retail,AA,Excellent,BB,Medium,BBB,High,668,305,460,1433,A,High
USD,Financial Services,B,Medium,B,Medium,B,Medium,220,203,200,623,B,Medium
USD,Energy,A,High,BB,Medium,BB,Medium,510,316,325,1151,BBB,High
USD,Biotechnology,BB,Medium,BB,Medium,BB,Medium,380,303,364,1047,BBB,High
USD,Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,558,306,310,1174,BBB,High
USD,Technology,A,High,BB,Medium,B,Medium,500,308,295,1103,BBB,High
USD,Electrical Equipment,B,Medium,B,Medium,B,Medium,225,209,200,634,B,Medium
USD,Logistics and Transportation,A,High,BB,Medium,BB,Medium,575,330,338,1243,A,High
USD,Insurance,B,Medium,B,Medium,B,Medium,235,275,250,760,BB,Medium
USD,Media,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Media,A,High,BB,Medium,BB,Medium,507,343,315,1165,BBB,High
USD,Commercial Services and Supplies,B,Medium,B,Medium,B,Medium,270,204,205,679,B,Medium
USD,Retail,A,High,BB,Medium,B,Medium,537,306,225,1068,BBB,High
USD,Road and Rail,A,High,BB,Medium,BB,Medium,510,310,325,1145,BBB,High
USD,Technology,AA,Excellent,BB,Medium,BB,Medium,605,365,300,1270,A,High
USD,Financial Services,BB,Medium,B,Medium,B,Medium,375,237,200,812,BB,Medium
USD,Communications,B,Medium,B,Medium,B,Medium,280,234,220,734,B,Medium
USD,Commercial Services and Supplies,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,530,305,305,1140,BBB,High
USD,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,265,228,200,693,B,Medium
USD,Media,B,Medium,B,Medium,B,Medium,210,263,205,678,B,Medium
USD,Retail,B,Medium,B,Medium,B,Medium,235,208,215,658,B,Medium
USD,Health Care,B,Medium,B,Medium,B,Medium,215,236,215,666,B,Medium
USD,Media,BB,Medium,BB,Medium,B,Medium,360,300,225,885,BB,Medium
USD,Utilities,A,High,BB,Medium,BB,Medium,519,307,300,1126,BBB,High
USD,Energy,A,High,B,Medium,BB,Medium,513,271,300,1084,BBB,High
USD,Retail,A,High,BB,Medium,BB,Medium,500,302,305,1107,BBB,High
USD,Distributors,A,High,BB,Medium,BB,Medium,515,300,305,1120,BBB,High
USD,Media,B,Medium,BB,Medium,BB,Medium,295,362,355,1012,BBB,High
USD,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,215,200,215,630,B,Medium
USD,Semiconductors,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Semiconductors,A,High,BB,Medium,BB,Medium,510,325,315,1150,BBB,High
USD,Food Products,A,High,BB,Medium,BB,Medium,520,307,300,1127,BBB,High
USD,Media,B,Medium,B,Medium,B,Medium,205,232,215,652,B,Medium
USD,Financial Services,B,Medium,B,Medium,B,Medium,230,213,210,653,B,Medium
USD,Beverages,A,High,BB,Medium,BB,Medium,515,344,300,1159,BBB,High
USD,Biotechnology,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Media,B,Medium,BB,Medium,BB,Medium,245,389,311,945,BBB,High
USD,Semiconductors,BB,Medium,B,Medium,B,Medium,330,287,235,852,BB,Medium
USD,Technology,AA,Excellent,BBB,High,BB,Medium,715,443,375,1533,A,High
USD,Semiconductors,A,High,BB,Medium,BB,Medium,530,330,300,1160,BBB,High
USD,Financial Services,A,High,BB,Medium,BB,Medium,505,310,300,1115,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,505,315,305,1125,BBB,High
USD,Financial Services,B,Medium,B,Medium,B,Medium,250,226,225,701,B,Medium
USD,Consumer products,A,High,BB,Medium,BB,Medium,525,303,315,1143,BBB,High
USD,Semiconductors,BB,Medium,BB,Medium,B,Medium,323,301,275,899,BB,Medium
USD,Biotechnology,B,Medium,B,Medium,BB,Medium,200,273,300,773,BB,Medium
USD,Media,A,High,BB,Medium,BB,Medium,509,300,300,1109,BBB,High
USD,Road and Rail,BBB,High,BBB,High,B,Medium,467,423,280,1170,BBB,High
USD,Machinery,A,High,BB,Medium,BB,Medium,568,343,305,1216,A,High
USD,Semiconductors,A,High,BB,Medium,BB,Medium,505,329,305,1139,BBB,High
USD,Retail,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High
USD,Insurance,A,High,BB,Medium,BB,Medium,555,320,300,1175,BBB,High
USD,Retail,BB,Medium,BB,Medium,BB,Medium,375,325,300,1000,BBB,High
USD,Real Estate,B,Medium,B,Medium,B,Medium,250,251,215,716,B,Medium
USD,Semiconductors,BBB,High,BB,Medium,BB,Medium,409,300,300,1009,BBB,High
USD,Distributors,A,High,BB,Medium,BB,Medium,525,306,313,1144,BBB,High
USD,Beverages,AA,Excellent,BB,Medium,BB,Medium,719,340,358,1417,A,High
USD,Hotels Restaurants and Leisure,BBB,High,BB,Medium,B,Medium,475,385,295,1155,BBB,High
USD,Real Estate,A,High,BB,Medium,BB,Medium,575,372,365,1312,A,High
USD,Semiconductors,A,High,BB,Medium,BB,Medium,535,310,305,1150,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,550,302,308,1160,BBB,High
USD,Hotels Restaurants and Leisure,BB,Medium,BB,Medium,B,Medium,371,300,220,891,BB,Medium
USD,Technology,BB,Medium,B,Medium,B,Medium,370,244,285,899,BB,Medium
USD,Biotechnology,A,High,BB,Medium,BB,Medium,505,327,305,1137,BBB,High
USD,Biotechnology,A,High,BB,Medium,BB,Medium,575,312,328,1215,A,High
USD,Technology,A,High,BB,Medium,BB,Medium,525,316,315,1156,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,540,355,300,1195,BBB,High
USD,Life Sciences Tools and Services,A,High,B,Medium,BB,Medium,510,268,300,1078,BBB,High
USD,Semiconductors,A,High,BB,Medium,BB,Medium,507,328,315,1150,BBB,High
USD,Semiconductors,A,High,BB,Medium,B,Medium,515,303,270,1088,BBB,High
USD,Electrical Equipment,A,High,BBB,High,BB,Medium,550,415,315,1280,A,High
USD,Financial Services,A,High,BB,Medium,BB,Medium,510,325,310,1145,BBB,High
USD,Media,B,Medium,BB,Medium,BB,Medium,225,307,310,842,BB,Medium
USD,Automobiles,A,High,CCC,Low,B,Medium,555,160,278,993,BBB,High
USD,Retail,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High
USD,Semiconductors,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Telecommunication,BB,Medium,BB,Medium,B,Medium,342,331,230,903,BBB,High
USD,Airlines,B,Medium,B,Medium,B,Medium,205,203,221,629,B,Medium
USD,Professional Services,AA,Excellent,BB,Medium,BB,Medium,615,366,300,1281,A,High
USD,Retail,B,Medium,B,Medium,B,Medium,205,242,200,647,B,Medium
USD,Biotechnology,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Pharmaceuticals,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,548,354,325,1227,A,High
USD,Retail,A,High,BB,Medium,BB,Medium,515,325,300,1140,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,545,359,325,1229,A,High
USD,Utilities,B,Medium,B,Medium,B,Medium,223,201,205,629,B,Medium
USD,Health Care,A,High,BB,Medium,BB,Medium,530,318,305,1153,BBB,High
USD,Electrical Equipment,BB,Medium,BB,Medium,BB,Medium,320,317,300,937,BBB,High
USD,Retail,B,Medium,B,Medium,B,Medium,264,261,210,735,B,Medium
USD,Banking,B,Medium,B,Medium,B,Medium,200,200,200,600,B,Medium
USD,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,225,201,200,626,B,Medium
USD,Life Sciences Tools and Services,A,High,B,Medium,B,Medium,573,231,233,1037,BBB,High
USD,Biotechnology,A,High,BB,Medium,BB,Medium,505,317,300,1122,BBB,High
USD,Health Care,A,High,BB,Medium,BB,Medium,505,300,315,1120,BBB,High
USD,Food Products,A,High,BB,Medium,BB,Medium,587,353,305,1245,A,High
USD,Health Care,A,High,BB,Medium,BB,Medium,515,305,305,1125,BBB,High
USD,Utilities,A,High,BB,Medium,BB,Medium,562,345,300,1207,A,High
USD,Utilities,A,High,BB,Medium,BB,Medium,525,326,370,1221,A,High
USD,Insurance,BBB,High,BB,Medium,B,Medium,454,300,235,989,BBB,High
USD,Technology,A,High,BB,Medium,BB,Medium,515,360,305,1180,BBB,High
